Oil	Temp	Load	Pressung	Speed	Film	Cap
SHC320	40	20	828131220.0443854	0.1	2.0040681082778238e-07	3.887399410559853e-12
SHC320	60	20	828131220.0443854	0.1	1.0857044489488246e-07	7.175629786157604e-12
SHC320	80	20	828131220.0443854	0.1	6.730048175706662e-08	1.157586540162172e-11
SHC320	40	30	947973602.2878757	0.1	1.950358119166337e-07	5.23421372052126e-12
SHC320	60	30	947973602.2878757	0.1	1.0566070475728579e-07	9.661672473906673e-12
SHC320	80	30	947973602.2878757	0.1	6.549679647938606e-08	1.558639777211615e-11
SHC320	40	40	1043379956.2090447	0.1	1.91312552992924e-07	6.464200789990267e-12
SHC320	60	40	1043379956.2090447	0.1	1.0364362821115294e-07	1.1932067388382265e-11
SHC320	80	40	1043379956.2090447	0.1	6.424645414702247e-08	1.924904296448598e-11
SHC320	40	20	828131220.0443854	0.12	2.2644561321900973e-07	3.4403904196219615e-12
SHC320	60	20	828131220.0443854	0.12	1.2267697325321691e-07	6.350509778848592e-12
SHC320	80	20	828131220.0443854	0.12	7.604481503630127e-08	1.0244765772817032e-11
SHC320	40	30	947973602.2878757	0.12	2.2037676188102374e-07	4.632335614760443e-12
SHC320	60	30	947973602.2878757	0.12	1.193891713714123e-07	8.550684379500538e-12
SHC320	80	30	947973602.2878757	0.12	7.400677742135483e-08	1.3794130190466538e-11
SHC320	40	40	1043379956.2090447	0.12	2.1616974093862113e-07	5.7208874416103215e-12
SHC320	60	40	1043379956.2090447	0.12	1.1711001661857686e-07	1.0560008374174737e-11
SHC320	80	40	1043379956.2090447	0.12	7.259397845002111e-08	1.703561070210989e-11
SHC320	40	20	828131220.0443854	0.144	2.558676301186105e-07	3.0447826398476357e-12
SHC320	60	20	828131220.0443854	0.144	1.386163590021346e-07	5.620269670133986e-12
SHC320	80	20	828131220.0443854	0.144	8.592529715878402e-08	9.066728240048443e-12
SHC320	40	30	947973602.2878757	0.144	2.490102545778849e-07	4.099666997480001e-12
SHC320	60	30	947973602.2878757	0.144	1.3490137391658457e-07	7.567447929465047e-12
SHC320	80	30	947973602.2878757	0.144	8.362245787116846e-08	1.2207954043874403e-11
SHC320	40	40	1043379956.2090447	0.144	2.442566165493539e-07	5.0630471086625935e-12
SHC320	60	40	1043379956.2090447	0.144	1.3232608920697281e-07	9.345721343412514e-12
SHC320	80	40	1043379956.2090447	0.144	8.202609431397494e-08	1.507669926911561e-11
SHC320	40	20	828131220.0443854	0.17279999999999998	2.8911244166693404e-07	2.6946654865223776e-12
SHC320	60	20	828131220.0443854	0.17279999999999998	1.5662674480359184e-07	4.973999295337685e-12
SHC320	80	20	828131220.0443854	0.17279999999999998	9.708954763452134e-08	8.024152313663647e-12
SHC320	40	30	947973602.2878757	0.17279999999999998	2.8136408918839954e-07	3.6282495242080712e-12
SHC320	60	30	947973602.2878757	0.17279999999999998	1.5242907271688932e-07	6.69727306301415e-12
SHC320	80	30	947973602.2878757	0.17279999999999998	9.448750106497111e-08	1.080417104083522e-11
SHC320	40	40	1043379956.2090447	0.17279999999999998	2.7599281226449833e-07	4.480851316543477e-12
SHC320	60	40	1043379956.2090447	0.17279999999999998	1.4951918196580748e-07	8.27106422020636e-12
SHC320	80	40	1043379956.2090447	0.17279999999999998	9.268372242523311e-08	1.3343041516157617e-11
SHC320	40	20	828131220.0443854	0.20735999999999996	3.266767425323362e-07	2.3848080284043655e-12
SHC320	60	20	828131220.0443854	0.20735999999999996	1.7697721513080364e-07	4.4020430410112285e-12
SHC320	80	20	828131220.0443854	0.20735999999999996	1.09704366136281e-07	7.10146137042811e-12
SHC320	40	30	947973602.2878757	0.20735999999999996	3.1792164872493783e-07	3.211039974224226e-12
SHC320	60	30	947973602.2878757	0.20735999999999996	1.7223414065224953e-07	5.92715891786066e-12
SHC320	80	30	947973602.2878757	0.20735999999999996	1.0676423636408197e-07	9.561807937685856e-12
SHC320	40	40	1043379956.2090447	0.20735999999999996	3.11852483252078e-07	3.9656017591890494e-12
SHC320	60	40	1043379956.2090447	0.20735999999999996	1.689461685877906e-07	7.31998107165886e-12
SHC320	80	40	1043379956.2090447	0.20735999999999996	1.0472609325657138e-07	1.1808735700300885e-11
SHC320	40	20	828131220.0443854	0.24883199999999994	3.691217627862594e-07	2.1105808349079057e-12
SHC320	60	20	828131220.0443854	0.24883199999999994	1.9997181652935992e-07	3.895855585078007e-12
SHC320	80	20	828131220.0443854	0.24883199999999994	1.239582245729199e-07	6.284869930722582e-12
SHC320	40	30	947973602.2878757	0.24883199999999994	3.59229122023117e-07	2.8418050212013543e-12
SHC320	60	30	947973602.2878757	0.24883199999999994	1.9461247567460928e-07	5.245599590613694e-12
SHC320	80	30	947973602.2878757	0.24883199999999994	1.2063608453955941e-07	8.462303187503439e-12
SHC320	40	40	1043379956.2090447	0.24883199999999994	3.5237139153205897e-07	3.5096003418864383e-12
SHC320	60	40	1043379956.2090447	0.24883199999999994	1.9089729829461896e-07	6.478262223927838e-12
SHC320	80	40	1043379956.2090447	0.24883199999999994	1.1833312605275958e-07	1.0450858499593185e-11
SHC320	40	20	828131220.0443854	0.29859839999999993	4.1708165297059264e-07	1.867886810017584e-12
SHC320	60	20	828131220.0443854	0.29859839999999993	2.2595410022977463e-07	3.4478742253044634e-12
SHC320	80	20	828131220.0443854	0.29859839999999993	1.40064082957121e-07	5.562177696352046e-12
SHC320	40	30	947973602.2878757	0.29859839999999993	4.0590366408532375e-07	2.5150281040884033e-12
SHC320	60	30	947973602.2878757	0.29859839999999993	2.1989842167628177e-07	4.6424122326347634e-12
SHC320	80	30	947973602.2878757	0.29859839999999993	1.363102981733284e-07	7.489229621000107e-12
SHC320	40	40	1043379956.2090447	0.29859839999999993	3.9815491053785663e-07	3.1060341677597622e-12
SHC320	60	40	1043379956.2090447	0.29859839999999993	2.1570053231037469e-07	5.73333196235433e-12
SHC320	80	40	1043379956.2090447	0.29859839999999993	1.337081169170763e-07	9.249122526786355e-12
SHC320	40	20	828131220.0443854	0.3583180799999999	4.712729586345526e-07	1.6530999795560568e-12
SHC320	60	20	828131220.0443854	0.3583180799999999	2.5531225498044667e-07	3.0514058886196684e-12
SHC320	80	20	828131220.0443854	0.3583180799999999	1.582625711380594e-07	4.9225872717845066e-12
SHC320	40	30	947973602.2878757	0.3583180799999999	4.586426166954497e-07	2.225827006836838e-12
SHC320	60	30	947973602.2878757	0.3583180799999999	2.484697637605185e-07	4.1085849130157256e-12
SHC320	80	30	947973602.2878757	0.3583180799999999	1.5402105811888078e-07	6.628049016122849e-12
SHC320	40	40	1043379956.2090447	0.3583180799999999	4.4988706970834144e-07	2.7488737495693014e-12
SHC320	60	40	1043379956.2090447	0.3583180799999999	2.4372644377173197e-07	5.074060643785374e-12
SHC320	80	40	1043379956.2090447	0.3583180799999999	1.5108077616017338e-07	8.185573225284488e-12
SHC320	40	20	828131220.0443854	0.4299816959999999	5.32505325895561e-07	1.4630113172556263e-12
SHC320	60	20	828131220.0443854	0.4299816959999999	2.8848490678821096e-07	2.700527133144069e-12
SHC320	80	20	828131220.0443854	0.4299816959999999	1.788255839357273e-07	4.356542845480701e-12
SHC320	40	30	947973602.2878757	0.4299816959999999	5.182339270655895e-07	1.9698809155693205e-12
SHC320	60	30	947973602.2878757	0.4299816959999999	2.807533725462245e-07	3.636141975672862e-12
SHC320	80	30	947973602.2878757	0.4299816959999999	1.7403297228427155e-07	5.865894889501404e-12
SHC320	40	40	1043379956.2090447	0.4299816959999999	5.083407742412209e-07	2.432782926055576e-12
SHC320	60	40	1043379956.2090447	0.4299816959999999	2.7539375428216366e-07	4.49059841395252e-12
SHC320	80	40	1043379956.2090447	0.4299816959999999	1.7071066029085103e-07	7.2443206187879305e-12
SHC320	40	20	828131220.0443854	0.5159780352	6.016935979707356e-07	1.2947808002470923e-12
SHC320	60	20	828131220.0443854	0.5159780352	3.259676722176009e-07	2.389995648906055e-12
SHC320	80	20	828131220.0443854	0.5159780352	2.0206034339008382e-07	3.855587421130425e-12
SHC320	40	30	947973602.2878757	0.5159780352	5.855679201746697e-07	1.7433658633870085e-12
SHC320	60	30	947973602.2878757	0.5159780352	3.1723158183564814e-07	3.2180248789224784e-12
SHC320	80	30	947973602.2878757	0.5159780352	1.9664502901103768e-07	5.191380264536192e-12
SHC320	40	40	1043379956.2090447	0.5159780352	5.743893526961988e-07	2.1530391369319307e-12
SHC320	60	40	1043379956.2090447	0.5159780352	3.1117558982912895e-07	3.974228045557798e-12
SHC320	80	40	1043379956.2090447	0.5159780352	1.9289104992446126e-07	6.4113019068340174e-12
SHC320	40	20	828131220.0443854	0.6191736422399999	6.798714834074247e-07	1.1458949776501147e-12
SHC320	60	20	828131220.0443854	0.6191736422399999	3.683205631585001e-07	2.1151719350213045e-12
SHC320	80	20	828131220.0443854	0.6191736422399999	2.283139888171311e-07	3.412236465756346e-12
SHC320	40	30	947973602.2878757	0.6191736422399999	6.616506006838318e-07	1.5428975983275243e-12
SHC320	60	30	947973602.2878757	0.6191736422399999	3.584493949306999e-07	2.847986737219667e-12
SHC320	80	30	947973602.2878757	0.6191736422399999	2.221950641145639e-07	4.594427544082133e-12
SHC320	40	40	1043379956.2090447	0.6191736422399999	6.490196049750695e-07	1.9054628653928233e-12
SHC320	60	40	1043379956.2090447	0.6191736422399999	3.5160654953087905e-07	3.5172346983920597e-12
SHC320	80	40	1043379956.2090447	0.6191736422399999	2.1795333154689368e-07	5.674071359289298e-12
SHC320	40	20	828131220.0443854	0.743008370688	7.682070002232155e-07	1.0141294183178907e-12
SHC320	60	20	828131220.0443854	0.743008370688	4.1617635369324084e-07	1.8719499831514674e-12
SHC320	80	20	828131220.0443854	0.743008370688	2.579787632497275e-07	3.0198660869226577e-12
SHC320	40	30	947973602.2878757	0.743008370688	7.476186831660604e-07	1.365481020891362e-12
SHC320	60	30	947973602.2878757	0.743008370688	4.0502262726398746e-07	2.5204989894593415e-12
SHC320	80	30	947973602.2878757	0.743008370688	2.5106480832578793e-07	4.066117945938308e-12
SHC320	40	40	1043379956.2090447	0.743008370688	7.333465456223157e-07	1.686355193972406e-12
SHC320	60	40	1043379956.2090447	0.743008370688	3.972906928236111e-07	3.112790655634553e-12
SHC320	80	40	1043379956.2090447	0.743008370688	2.462719485999648e-07	5.0216143707082806e-12
SHC320	40	20	828131220.0443854	0.8916100448256	8.680199266988503e-07	8.975154766860413e-13
SHC320	60	20	828131220.0443854	0.8916100448256	4.7025003406846677e-07	1.6566959316172483e-12
SHC320	80	20	828131220.0443854	0.8916100448256	2.914978737512437e-07	2.6726140683582855e-12
SHC320	40	30	947973602.2878757	0.8916100448256	8.447565752094579e-07	1.2084654357072336e-12
SHC320	60	30	947973602.2878757	0.8916100448256	4.576471069996866e-07	2.230668799415675e-12
SHC320	80	30	947973602.2878757	0.8916100448256	2.83685590545632e-07	3.5985582516318837e-12
SHC320	40	40	1043379956.2090447	0.8916100448256	8.286300627187392e-07	1.4924425408056667e-12
SHC320	60	40	1043379956.2090447	0.8916100448256	4.489105644216762e-07	2.7548533142344544e-12
SHC320	80	40	1043379956.2090447	0.8916100448256	2.7826999585998344e-07	4.4441828964347754e-12
SHC320	40	20	828131220.0443854	1.06993205379072	9.80801519547918e-07	7.94310880190311e-13
SHC320	60	20	828131220.0443854	1.06993205379072	5.31349493018987e-07	1.4661937736266227e-12
SHC320	80	20	828131220.0443854	1.06993205379072	3.293721131581778e-07	2.3652922854156886e-12
SHC320	40	30	947973602.2878757	1.06993205379072	9.545155671305036e-07	1.0695049487731127e-12
SHC320	60	30	947973602.2878757	1.06993205379072	5.171090710659784e-07	1.9741659542398467e-12
SHC320	80	30	947973602.2878757	1.06993205379072	3.205447821217315e-07	3.1847628776542116e-12
SHC320	40	40	1043379956.2090447	1.06993205379072	9.362937412606086e-07	1.3208277506232897e-12
SHC320	60	40	1043379956.2090447	1.06993205379072	5.072373918884098e-07	2.4380749052979508e-12
SHC320	80	40	1043379956.2090447	1.06993205379072	3.144255406924013e-07	3.933149811776092e-12
SHC320	40	20	828131220.0443854	1.2839184645488642	1.108236794062966e-06	7.029736988138997e-13
SHC320	60	20	828131220.0443854	1.2839184645488642	6.003875880430619e-07	1.2975973084710477e-12
SHC320	80	20	828131220.0443854	1.2839184645488642	3.721673421839861e-07	2.0933091918069518e-12
SHC320	40	30	947973602.2878757	1.2839184645488642	1.0785355150015364e-06	9.46523418587281e-13
SHC320	60	30	947973602.2878757	1.2839184645488642	5.842969119411526e-07	1.7471581688418433e-12
SHC320	80	30	947973602.2878757	1.2839184645488642	3.621930784282846e-07	2.818549507232456e-12
SHC320	40	40	1043379956.2090447	1.2839184645488642	1.0579461322553371e-06	1.1689468097544296e-12
SHC320	60	40	1043379956.2090447	1.2839184645488642	5.731426081745663e-07	2.1577225956567663e-12
SHC320	80	40	1043379956.2090447	1.2839184645488642	3.552787656253599e-07	3.4808800183008727e-12
SHC320	40	20	828131220.0443854	1.5407021574586368	1.2522296991149361e-06	6.221393078560062e-13
SHC320	60	20	828131220.0443854	1.5407021574586368	6.783957839652721e-07	1.1483876178157122e-12
SHC320	80	20	828131220.0443854	1.5407021574586368	4.2052294367062816e-07	1.85260121952893e-12
SHC320	40	30	947973602.2878757	1.5407021574586368	1.2186693409480967e-06	8.376834375211597e-13
SHC320	60	30	947973602.2878757	1.5407021574586368	6.602144506964317e-07	1.546253829570358e-12
SHC320	80	30	947973602.2878757	1.5407021574586368	4.0925272653959003e-07	2.4944467233214456e-12
SHC320	40	40	1043379956.2090447	1.5407021574586368	1.1954047853049729e-06	1.0345305384371625e-12
SHC320	60	40	1043379956.2090447	1.5407021574586368	6.476108712770362e-07	1.9096077768942883e-12
SHC320	80	40	1043379956.2090447	1.5407021574586368	4.014400389558741e-07	3.0806163715220474e-12
SHC320	40	20	828131220.0443854	1.8488425889503644	1.4149315631334202e-06	5.50599999733443e-13
SHC320	60	20	828131220.0443854	1.8488425889503644	7.665395635541474e-07	1.016335431757619e-12
SHC320	80	20	828131220.0443854	1.8488425889503644	4.7516137529871505e-07	1.639572067056874e-12
SHC320	40	30	947973602.2878757	1.8488425889503644	1.3770107167632328e-06	7.413588799996081e-13
SHC320	60	30	947973602.2878757	1.8488425889503644	7.45995934601638e-07	1.3684513217517559e-12
SHC320	80	30	947973602.2878757	1.8488425889503644	4.6242682192296966e-07	2.207612262804905e-12
SHC320	40	40	1043379956.2090447	1.8488425889503644	1.3507234037367204e-06	9.15570688099934e-13
SHC320	60	40	1043379956.2090447	1.8488425889503644	7.317547755382762e-07	1.6900234853707853e-12
SHC320	80	40	1043379956.2090447	1.8488425889503644	4.53599033967682e-07	2.7263787256655076e-12
SHC320	40	20	828131220.0443854	2.218611106740437	1.5987732360653964e-06	4.872869402050926e-13
SHC320	60	20	828131220.0443854	2.218611106740437	8.66135840437154e-07	8.994678223809505e-13
SHC320	80	20	828131220.0443854	2.218611106740437	5.368989634786865e-07	1.4510389687407694e-12
SHC320	40	30	947973602.2878757	2.218611106740437	1.5559253444462835e-06	6.56110607344305e-13
SHC320	60	30	947973602.2878757	2.218611106740437	8.429229833656821e-07	1.2110941840153533e-12
SHC320	80	30	947973602.2878757	2.218611106740437	5.225098130484702e-07	1.9537606705816046e-12
SHC320	40	40	1043379956.2090447	2.218611106740437	1.5262225279921858e-06	8.102899370898592e-13
SHC320	60	40	1043379956.2090447	2.218611106740437	8.268314743808719e-07	1.4956890182705457e-12
SHC320	80	40	1043379956.2090447	2.218611106740437	5.125350330065866e-07	2.4128745872011865e-12
